         mode 1          mode 2
   5.714259e+00    7.080202e+00
   5.718924e+00    7.081173e+00
   5.724022e+00    7.082231e+00
   5.729550e+00    7.083375e+00
   5.735504e+00    7.084603e+00
   5.741881e+00    7.085913e+00
   5.748678e+00    7.087303e+00
   5.755889e+00    7.088770e+00
   5.763511e+00    7.090314e+00
   5.771539e+00    7.091930e+00
   5.779969e+00    7.093617e+00
   5.788796e+00    7.095372e+00
   5.798014e+00    7.097191e+00
   5.807618e+00    7.099073e+00
   5.817602e+00    7.101013e+00
   5.827960e+00    7.103010e+00
   5.838686e+00    7.105058e+00
   5.849774e+00    7.107155e+00
   5.861217e+00    7.109298e+00
   5.873008e+00    7.111482e+00
   5.885140e+00    7.113703e+00
   5.897607e+00    7.115959e+00
   5.910399e+00    7.118243e+00
   5.923510e+00    7.120554e+00
   5.936932e+00    7.122885e+00
   5.950656e+00    7.125233e+00
   5.964675e+00    7.127593e+00
   5.978980e+00    7.129961e+00
   5.993562e+00    7.132331e+00
   6.008412e+00    7.134700e+00
   6.023522e+00    7.137061e+00
   6.038882e+00    7.139411e+00
   6.054482e+00    7.141743e+00
   6.070313e+00    7.144053e+00
   6.086366e+00    7.146335e+00
   6.102631e+00    7.148584e+00
   6.119096e+00    7.150794e+00
   6.135753e+00    7.152960e+00
   6.152591e+00    7.155077e+00
   6.169600e+00    7.157138e+00
   6.186768e+00    7.159137e+00
   6.204086e+00    7.161070e+00
   6.221542e+00    7.162929e+00
   6.239125e+00    7.164709e+00
   6.256824e+00    7.166404e+00
   6.274628e+00    7.168008e+00
   6.292526e+00    7.169514e+00
   6.310506e+00    7.170916e+00
   6.328557e+00    7.172209e+00
   6.346667e+00    7.173385e+00
   6.364825e+00    7.174439e+00
   6.383018e+00    7.175364e+00
   6.401235e+00    7.176153e+00
   6.419464e+00    7.176801e+00
   6.437693e+00    7.177300e+00
   6.455910e+00    7.177644e+00
   6.474103e+00    7.177828e+00
   6.492260e+00    7.177843e+00
   6.510368e+00    7.177684e+00
   6.528416e+00    7.177345e+00
   6.546391e+00    7.176818e+00
   6.564280e+00    7.176098e+00
   6.582073e+00    7.175178e+00
   6.599755e+00    7.174051e+00
   6.617315e+00    7.172711e+00
   6.634741e+00    7.171152e+00
   6.652019e+00    7.169368e+00
   6.669138e+00    7.167353e+00
   6.686085e+00    7.165099e+00
   6.702847e+00    7.162603e+00
   6.719412e+00    7.159857e+00
   6.735766e+00    7.156856e+00
   6.751898e+00    7.153595e+00
   6.767794e+00    7.150068e+00
   6.783440e+00    7.146271e+00
   6.798824e+00    7.142199e+00
   6.813932e+00    7.137849e+00
   6.828749e+00    7.133217e+00
   6.843260e+00    7.128300e+00
   6.857449e+00    7.123097e+00
