         k_x          k_y          k_z           r_b1         r_b2         r_b3     flat index
 -0.03509718   0.02026337   0.00829463    -0.03960396   0.03960396   0.03960396     1.43922075
 -0.03948433   0.02279629   0.00933146    -0.04455446   0.04455446   0.04455446     1.44439160
 -0.04387148   0.02532921   0.01036829    -0.04950495   0.04950495   0.04950495     1.44956246
 -0.04825863   0.02786213   0.01140512    -0.05445545   0.05445545   0.05445545     1.45473332
 -0.05264577   0.03039505   0.01244195    -0.05940594   0.05940594   0.05940594     1.45990418
 -0.05703292   0.03292797   0.01347878    -0.06435644   0.06435644   0.06435644     1.46507503
 -0.06142007   0.03546089   0.01451561    -0.06930693   0.06930693   0.06930693     1.47024589
 -0.06580722   0.03799381   0.01555244    -0.07425743   0.07425743   0.07425743     1.47541675
 -0.07019436   0.04052674   0.01658927    -0.07920792   0.07920792   0.07920792     1.48058761
 -0.07458151   0.04305966   0.01762610    -0.08415842   0.08415842   0.08415842     1.48575846
 -0.07896866   0.04559258   0.01866293    -0.08910891   0.08910891   0.08910891     1.49092932
 -0.08335581   0.04812550   0.01969976    -0.09405941   0.09405941   0.09405941     1.49610018
 -0.08774296   0.05065842   0.02073659    -0.09900990   0.09900990   0.09900990     1.50127104
 -0.09213010   0.05319134   0.02177341    -0.10396040   0.10396040   0.10396040     1.50644190
 -0.09651725   0.05572426   0.02281024    -0.10891089   0.10891089   0.10891089     1.51161275
 -0.10090440   0.05825718   0.02384707    -0.11386139   0.11386139   0.11386139     1.51678361
 -0.10529155   0.06079010   0.02488390    -0.11881188   0.11881188   0.11881188     1.52195447
 -0.10967869   0.06332302   0.02592073    -0.12376238   0.12376238   0.12376238     1.52712533
 -0.11406584   0.06585594   0.02695756    -0.12871287   0.12871287   0.12871287     1.53229618
 -0.11845299   0.06838887   0.02799439    -0.13366337   0.13366337   0.13366337     1.53746704
 -0.12284014   0.07092179   0.02903122    -0.13861386   0.13861386   0.13861386     1.54263790
 -0.12722729   0.07345471   0.03006805    -0.14356436   0.14356436   0.14356436     1.54780876
 -0.13161443   0.07598763   0.03110488    -0.14851485   0.14851485   0.14851485     1.55297961
 -0.13600158   0.07852055   0.03214171    -0.15346535   0.15346535   0.15346535     1.55815047
 -0.14038873   0.08105347   0.03317854    -0.15841584   0.15841584   0.15841584     1.56332133
 -0.14477588   0.08358639   0.03421537    -0.16336634   0.16336634   0.16336634     1.56849219
 -0.14916302   0.08611931   0.03525219    -0.16831683   0.16831683   0.16831683     1.57366305
 -0.15355017   0.08865223   0.03628902    -0.17326733   0.17326733   0.17326733     1.57883390
 -0.15793732   0.09118515   0.03732585    -0.17821782   0.17821782   0.17821782     1.58400476
 -0.16232447   0.09371808   0.03836268    -0.18316832   0.18316832   0.18316832     1.58917562
 -0.16671162   0.09625100   0.03939951    -0.18811881   0.18811881   0.18811881     1.59434648
 -0.17109876   0.09878392   0.04043634    -0.19306931   0.19306931   0.19306931     1.59951733
 -0.17548591   0.10131684   0.04147317    -0.19801980   0.19801980   0.19801980     1.60468819
 -0.17987306   0.10384976   0.04251000    -0.20297030   0.20297030   0.20297030     1.60985905
 -0.18426021   0.10638268   0.04354683    -0.20792079   0.20792079   0.20792079     1.61502991
 -0.18864735   0.10891560   0.04458366    -0.21287129   0.21287129   0.21287129     1.62020076
 -0.19303450   0.11144852   0.04562049    -0.21782178   0.21782178   0.21782178     1.62537162
 -0.19742165   0.11398144   0.04665732    -0.22277228   0.22277228   0.22277228     1.63054248
 -0.20180880   0.11651436   0.04769415    -0.22772277   0.22772277   0.22772277     1.63571334
 -0.20619595   0.11904728   0.04873098    -0.23267327   0.23267327   0.23267327     1.64088419
 -0.21058309   0.12158021   0.04976780    -0.23762376   0.23762376   0.23762376     1.64605505
 -0.21497024   0.12411313   0.05080463    -0.24257426   0.24257426   0.24257426     1.65122591
 -0.21935739   0.12664605   0.05184146    -0.24752475   0.24752475   0.24752475     1.65639677
 -0.22374454   0.12917897   0.05287829    -0.25247525   0.25247525   0.25247525     1.66156763
 -0.22813168   0.13171189   0.05391512    -0.25742574   0.25742574   0.25742574     1.66673848
 -0.23251883   0.13424481   0.05495195    -0.26237624   0.26237624   0.26237624     1.67190934
 -0.23690598   0.13677773   0.05598878    -0.26732673   0.26732673   0.26732673     1.67708020
 -0.24129313   0.13931065   0.05702561    -0.27227723   0.27227723   0.27227723     1.68225106
 -0.24568028   0.14184357   0.05806244    -0.27722772   0.27722772   0.27722772     1.68742191
 -0.25006742   0.14437649   0.05909927    -0.28217822   0.28217822   0.28217822     1.69259277
 -0.25445457   0.14690942   0.06013610    -0.28712871   0.28712871   0.28712871     1.69776363
 -0.25884172   0.14944234   0.06117293    -0.29207921   0.29207921   0.29207921     1.70293449
 -0.26322887   0.15197526   0.06220976    -0.29702970   0.29702970   0.29702970     1.70810534
 -0.26761601   0.15450818   0.06324658    -0.30198020   0.30198020   0.30198020     1.71327620
 -0.27200316   0.15704110   0.06428341    -0.30693069   0.30693069   0.30693069     1.71844706
 -0.27639031   0.15957402   0.06532024    -0.31188119   0.31188119   0.31188119     1.72361792
 -0.28077746   0.16210694   0.06635707    -0.31683168   0.31683168   0.31683168     1.72878878
 -0.28516461   0.16463986   0.06739390    -0.32178218   0.32178218   0.32178218     1.73395963
 -0.28955175   0.16717278   0.06843073    -0.32673267   0.32673267   0.32673267     1.73913049
 -0.29393890   0.16970570   0.06946756    -0.33168317   0.33168317   0.33168317     1.74430135
 -0.29832605   0.17223862   0.07050439    -0.33663366   0.33663366   0.33663366     1.74947221
 -0.30271320   0.17477155   0.07154122    -0.34158416   0.34158416   0.34158416     1.75464306
 -0.30710034   0.17730447   0.07257805    -0.34653465   0.34653465   0.34653465     1.75981392
 -0.31148749   0.17983739   0.07361488    -0.35148515   0.35148515   0.35148515     1.76498478
 -0.31587464   0.18237031   0.07465171    -0.35643564   0.35643564   0.35643564     1.77015564
 -0.32026179   0.18490323   0.07568854    -0.36138614   0.36138614   0.36138614     1.77532649
 -0.32464894   0.18743615   0.07672537    -0.36633663   0.36633663   0.36633663     1.78049735
 -0.32903608   0.18996907   0.07776219    -0.37128713   0.37128713   0.37128713     1.78566821
 -0.33342323   0.19250199   0.07879902    -0.37623762   0.37623762   0.37623762     1.79083907
 -0.33781038   0.19503491   0.07983585    -0.38118812   0.38118812   0.38118812     1.79600993
 -0.34219753   0.19756783   0.08087268    -0.38613861   0.38613861   0.38613861     1.80118078
 -0.34658467   0.20010076   0.08190951    -0.39108911   0.39108911   0.39108911     1.80635164
 -0.35097182   0.20263368   0.08294634    -0.39603960   0.39603960   0.39603960     1.81152250
 -0.35535897   0.20516660   0.08398317    -0.40099010   0.40099010   0.40099010     1.81669336
 -0.35974612   0.20769952   0.08502000    -0.40594059   0.40594059   0.40594059     1.82186421
 -0.36413327   0.21023244   0.08605683    -0.41089109   0.41089109   0.41089109     1.82703507
 -0.36852041   0.21276536   0.08709366    -0.41584158   0.41584158   0.41584158     1.83220593
 -0.37290756   0.21529828   0.08813049    -0.42079208   0.42079208   0.42079208     1.83737679
 -0.37729471   0.21783120   0.08916732    -0.42574257   0.42574257   0.42574257     1.84254764
 -0.38168186   0.22036412   0.09020415    -0.43069307   0.43069307   0.43069307     1.84771850
 -0.38606900   0.22289704   0.09124097    -0.43564356   0.43564356   0.43564356     1.85288936
 -0.39045615   0.22542996   0.09227780    -0.44059406   0.44059406   0.44059406     1.85806022
 -0.39484330   0.22796289   0.09331463    -0.44554455   0.44554455   0.44554455     1.86323107
 -0.39923045   0.23049581   0.09435146    -0.45049505   0.45049505   0.45049505     1.86840193
 -0.40361760   0.23302873   0.09538829    -0.45544554   0.45544554   0.45544554     1.87357279
 -0.40800474   0.23556165   0.09642512    -0.46039604   0.46039604   0.46039604     1.87874365
 -0.41239189   0.23809457   0.09746195    -0.46534653   0.46534653   0.46534653     1.88391451
 -0.41677904   0.24062749   0.09849878    -0.47029703   0.47029703   0.47029703     1.88908536
 -0.42116619   0.24316041   0.09953561    -0.47524752   0.47524752   0.47524752     1.89425622
 -0.42555333   0.24569333   0.10057244    -0.48019802   0.48019802   0.48019802     1.89942708
 -0.42994048   0.24822625   0.10160927    -0.48514851   0.48514851   0.48514851     1.90459794
 -0.43432763   0.25075917   0.10264610    -0.49009901   0.49009901   0.49009901     1.90976879
 -0.43871478   0.25329210   0.10368293    -0.49504951   0.49504950   0.49504950     1.91493965
 -0.44310193   0.25582502   0.10471976    -0.50000000   0.50000000   0.50000000     1.92011051
 -0.44310193   0.25582502   0.10471976    -0.50000000   0.50000000   0.50000000     1.92011051
 -0.44163954   0.25835794   0.10471976    -0.49834984   0.50165016   0.50000000     1.92303527
 -0.44017716   0.26089086   0.10471976    -0.49669967   0.50330033   0.50000000     1.92596004
 -0.43871478   0.26342378   0.10471976    -0.49504951   0.50495049   0.50000000     1.92888480
 -0.43725240   0.26595670   0.10471976    -0.49339934   0.50660066   0.50000000     1.93180957
 -0.43579001   0.26848962   0.10471976    -0.49174918   0.50825082   0.50000000     1.93473434
 -0.43432763   0.27102254   0.10471976    -0.49009901   0.50990099   0.50000000     1.93765910
 -0.43286525   0.27355546   0.10471976    -0.48844884   0.51155116   0.50000000     1.94058387
 -0.43140287   0.27608838   0.10471976    -0.48679868   0.51320132   0.50000000     1.94350863
 -0.42994048   0.27862130   0.10471976    -0.48514851   0.51485149   0.50000000     1.94643340
 -0.42847810   0.28115423   0.10471976    -0.48349835   0.51650165   0.50000000     1.94935816
 -0.42701572   0.28368715   0.10471976    -0.48184818   0.51815182   0.50000000     1.95228293
 -0.42555333   0.28622007   0.10471976    -0.48019802   0.51980198   0.50000000     1.95520769
 -0.42409095   0.28875299   0.10471976    -0.47854785   0.52145215   0.50000000     1.95813246
 -0.42262857   0.29128591   0.10471976    -0.47689769   0.52310231   0.50000000     1.96105722
 -0.42116619   0.29381883   0.10471976    -0.47524752   0.52475248   0.50000000     1.96398199
 -0.41970380   0.29635175   0.10471976    -0.47359736   0.52640264   0.50000000     1.96690675
 -0.41824142   0.29888467   0.10471976    -0.47194719   0.52805281   0.50000000     1.96983152
 -0.41677904   0.30141759   0.10471976    -0.47029703   0.52970297   0.50000000     1.97275628
 -0.41531666   0.30395051   0.10471976    -0.46864686   0.53135314   0.50000000     1.97568105
 -0.41385427   0.30648344   0.10471976    -0.46699670   0.53300330   0.50000000     1.97860581
 -0.41239189   0.30901636   0.10471976    -0.46534653   0.53465347   0.50000000     1.98153058
 -0.41092951   0.31154928   0.10471976    -0.46369637   0.53630363   0.50000000     1.98445534
 -0.40946713   0.31408220   0.10471976    -0.46204620   0.53795380   0.50000000     1.98738011
 -0.40800474   0.31661512   0.10471976    -0.46039604   0.53960396   0.50000000     1.99030487
 -0.40654236   0.31914804   0.10471976    -0.45874587   0.54125413   0.50000000     1.99322964
 -0.40507998   0.32168096   0.10471976    -0.45709571   0.54290429   0.50000000     1.99615440
 -0.40361760   0.32421388   0.10471976    -0.45544554   0.54455446   0.50000000     1.99907917
 -0.40215521   0.32674680   0.10471976    -0.45379538   0.54620462   0.50000000     2.00200393
 -0.40069283   0.32927972   0.10471976    -0.45214521   0.54785479   0.50000000     2.00492870
 -0.39923045   0.33181264   0.10471976    -0.45049505   0.54950495   0.50000000     2.00785347
 -0.39776807   0.33434557   0.10471976    -0.44884488   0.55115512   0.50000000     2.01077823
 -0.39630568   0.33687849   0.10471976    -0.44719472   0.55280528   0.50000000     2.01370300
 -0.39484330   0.33941141   0.10471976    -0.44554455   0.55445545   0.50000000     2.01662776
 -0.39338092   0.34194433   0.10471976    -0.44389439   0.55610561   0.50000000     2.01955253
 -0.39191854   0.34447725   0.10471976    -0.44224422   0.55775578   0.50000000     2.02247729
 -0.39045615   0.34701017   0.10471976    -0.44059406   0.55940594   0.50000000     2.02540206
 -0.38899377   0.34954309   0.10471976    -0.43894389   0.56105611   0.50000000     2.02832682
 -0.38753139   0.35207601   0.10471976    -0.43729373   0.56270627   0.50000000     2.03125159
 -0.38606900   0.35460893   0.10471976    -0.43564356   0.56435644   0.50000000     2.03417635
 -0.38460662   0.35714185   0.10471976    -0.43399340   0.56600660   0.50000000     2.03710112
 -0.38314424   0.35967478   0.10471976    -0.43234323   0.56765677   0.50000000     2.04002588
 -0.38168186   0.36220770   0.10471976    -0.43069307   0.56930693   0.50000000     2.04295065
 -0.38021947   0.36474062   0.10471976    -0.42904290   0.57095710   0.50000000     2.04587541
 -0.37875709   0.36727354   0.10471976    -0.42739274   0.57260726   0.50000000     2.04880018
 -0.37729471   0.36980646   0.10471976    -0.42574257   0.57425743   0.50000000     2.05172494
 -0.37583233   0.37233938   0.10471976    -0.42409241   0.57590759   0.50000000     2.05464971
 -0.37436994   0.37487230   0.10471976    -0.42244224   0.57755776   0.50000000     2.05757447
 -0.37290756   0.37740522   0.10471976    -0.42079208   0.57920792   0.50000000     2.06049924
 -0.37144518   0.37993814   0.10471976    -0.41914191   0.58085809   0.50000000     2.06342400
 -0.36998280   0.38247106   0.10471976    -0.41749175   0.58250825   0.50000000     2.06634877
 -0.36852041   0.38500398   0.10471976    -0.41584158   0.58415842   0.50000000     2.06927353
 -0.36705803   0.38753691   0.10471976    -0.41419142   0.58580858   0.50000000     2.07219830
 -0.36559565   0.39006983   0.10471976    -0.41254125   0.58745875   0.50000000     2.07512306
 -0.36413327   0.39260275   0.10471976    -0.41089109   0.58910891   0.50000000     2.07804783
 -0.36267088   0.39513567   0.10471976    -0.40924092   0.59075908   0.50000000     2.08097259
 -0.36120850   0.39766859   0.10471976    -0.40759076   0.59240924   0.50000000     2.08389736
 -0.35974612   0.40020151   0.10471976    -0.40594059   0.59405941   0.50000000     2.08682213
 -0.35828374   0.40273443   0.10471976    -0.40429043   0.59570957   0.50000000     2.08974689
 -0.35682135   0.40526735   0.10471976    -0.40264026   0.59735974   0.50000000     2.09267166
 -0.35535897   0.40780027   0.10471976    -0.40099010   0.59900990   0.50000000     2.09559642
 -0.35389659   0.41033319   0.10471976    -0.39933993   0.60066007   0.50000000     2.09852119
 -0.35243421   0.41286612   0.10471976    -0.39768977   0.60231023   0.50000000     2.10144595
 -0.35097182   0.41539904   0.10471976    -0.39603960   0.60396040   0.50000000     2.10437072
 -0.34950944   0.41793196   0.10471976    -0.39438944   0.60561056   0.50000000     2.10729548
 -0.34804706   0.42046488   0.10471976    -0.39273927   0.60726073   0.50000000     2.11022025
 -0.34658467   0.42299780   0.10471976    -0.39108911   0.60891089   0.50000000     2.11314501
 -0.34512229   0.42553072   0.10471976    -0.38943894   0.61056106   0.50000000     2.11606978
 -0.34365991   0.42806364   0.10471976    -0.38778878   0.61221122   0.50000000     2.11899454
 -0.34219753   0.43059656   0.10471976    -0.38613861   0.61386139   0.50000000     2.12191931
 -0.34073514   0.43312948   0.10471976    -0.38448845   0.61551155   0.50000000     2.12484407
 -0.33927276   0.43566240   0.10471976    -0.38283828   0.61716172   0.50000000     2.12776884
 -0.33781038   0.43819532   0.10471976    -0.38118812   0.61881188   0.50000000     2.13069360
 -0.33634800   0.44072825   0.10471976    -0.37953795   0.62046205   0.50000000     2.13361837
 -0.33488561   0.44326117   0.10471976    -0.37788779   0.62211221   0.50000000     2.13654313
 -0.33342323   0.44579409   0.10471976    -0.37623762   0.62376238   0.50000000     2.13946790
 -0.33196085   0.44832701   0.10471976    -0.37458746   0.62541254   0.50000000     2.14239266
 -0.33049847   0.45085993   0.10471976    -0.37293729   0.62706271   0.50000000     2.14531743
 -0.32903608   0.45339285   0.10471976    -0.37128713   0.62871287   0.50000000     2.14824219
 -0.32757370   0.45592577   0.10471976    -0.36963696   0.63036304   0.50000000     2.15116696
 -0.32611132   0.45845869   0.10471976    -0.36798680   0.63201320   0.50000000     2.15409172
 -0.32464894   0.46099161   0.10471976    -0.36633663   0.63366337   0.50000000     2.15701649
 -0.32318655   0.46352453   0.10471976    -0.36468647   0.63531353   0.50000000     2.15994125
 -0.32172417   0.46605746   0.10471976    -0.36303630   0.63696370   0.50000000     2.16286602
 -0.32026179   0.46859038   0.10471976    -0.36138614   0.63861386   0.50000000     2.16579079
 -0.31879941   0.47112330   0.10471976    -0.35973597   0.64026403   0.50000000     2.16871555
 -0.31733702   0.47365622   0.10471976    -0.35808581   0.64191419   0.50000000     2.17164032
 -0.31587464   0.47618914   0.10471976    -0.35643564   0.64356436   0.50000000     2.17456508
 -0.31441226   0.47872206   0.10471976    -0.35478548   0.64521452   0.50000000     2.17748985
 -0.31294988   0.48125498   0.10471976    -0.35313531   0.64686469   0.50000000     2.18041461
 -0.31148749   0.48378790   0.10471976    -0.35148515   0.64851485   0.50000000     2.18333938
 -0.31002511   0.48632082   0.10471976    -0.34983498   0.65016502   0.50000000     2.18626414
 -0.30856273   0.48885374   0.10471976    -0.34818482   0.65181518   0.50000000     2.18918891
 -0.30710034   0.49138666   0.10471976    -0.34653465   0.65346535   0.50000000     2.19211367
 -0.30563796   0.49391959   0.10471976    -0.34488449   0.65511551   0.50000000     2.19503844
 -0.30417558   0.49645251   0.10471976    -0.34323432   0.65676568   0.50000000     2.19796320
 -0.30271320   0.49898543   0.10471976    -0.34158416   0.65841584   0.50000000     2.20088797
 -0.30125081   0.50151835   0.10471976    -0.33993399   0.66006601   0.50000000     2.20381273
 -0.29978843   0.50405127   0.10471976    -0.33828383   0.66171617   0.50000000     2.20673750
 -0.29832605   0.50658419   0.10471976    -0.33663366   0.66336634   0.50000000     2.20966226
 -0.29686367   0.50911711   0.10471976    -0.33498350   0.66501650   0.50000000     2.21258703
 -0.29540128   0.51165003   0.10471976    -0.33333333   0.66666667   0.50000000     2.21551179
  0.29540128   0.51165003   0.10471976     0.33333333   0.33333333   0.50000000     2.21551179
  0.29247652   0.50658419   0.10471976     0.33003300   0.33003300   0.50000000     2.22136132
  0.28955175   0.50151835   0.10471976     0.32673267   0.32673267   0.50000000     2.22721085
  0.28662699   0.49645251   0.10471976     0.32343234   0.32343234   0.50000000     2.23306038
  0.28370222   0.49138666   0.10471976     0.32013201   0.32013201   0.50000000     2.23890991
  0.28077746   0.48632082   0.10471976     0.31683168   0.31683168   0.50000000     2.24475945
  0.27785269   0.48125498   0.10471976     0.31353135   0.31353135   0.50000000     2.25060898
  0.27492793   0.47618914   0.10471976     0.31023102   0.31023102   0.50000000     2.25645851
  0.27200316   0.47112330   0.10471976     0.30693069   0.30693069   0.50000000     2.26230804
  0.26907840   0.46605746   0.10471976     0.30363036   0.30363036   0.50000000     2.26815757
  0.26615363   0.46099161   0.10471976     0.30033003   0.30033003   0.50000000     2.27400710
  0.26322887   0.45592577   0.10471976     0.29702970   0.29702970   0.50000000     2.27985663
  0.26030410   0.45085993   0.10471976     0.29372937   0.29372937   0.50000000     2.28570616
  0.25737934   0.44579409   0.10471976     0.29042904   0.29042904   0.50000000     2.29155569
  0.25445457   0.44072825   0.10471976     0.28712871   0.28712871   0.50000000     2.29740522
  0.25152981   0.43566240   0.10471976     0.28382838   0.28382838   0.50000000     2.30325475
  0.24860504   0.43059656   0.10471976     0.28052805   0.28052805   0.50000000     2.30910428
  0.24568028   0.42553072   0.10471976     0.27722772   0.27722772   0.50000000     2.31495381
  0.24275551   0.42046488   0.10471976     0.27392739   0.27392739   0.50000000     2.32080334
  0.23983075   0.41539904   0.10471976     0.27062706   0.27062706   0.50000000     2.32665287
  0.23690598   0.41033319   0.10471976     0.26732673   0.26732673   0.50000000     2.33250240
  0.23398121   0.40526735   0.10471976     0.26402640   0.26402640   0.50000000     2.33835193
  0.23105645   0.40020151   0.10471976     0.26072607   0.26072607   0.50000000     2.34420146
  0.22813168   0.39513567   0.10471976     0.25742574   0.25742574   0.50000000     2.35005099
  0.22520692   0.39006983   0.10471976     0.25412541   0.25412541   0.50000000     2.35590052
  0.22228215   0.38500398   0.10471976     0.25082508   0.25082508   0.50000000     2.36175005
  0.21935739   0.37993814   0.10471976     0.24752475   0.24752475   0.50000000     2.36759958
  0.21643262   0.37487230   0.10471976     0.24422442   0.24422442   0.50000000     2.37344911
  0.21350786   0.36980646   0.10471976     0.24092409   0.24092409   0.50000000     2.37929864
  0.21058309   0.36474062   0.10471976     0.23762376   0.23762376   0.50000000     2.38514817
  0.20765833   0.35967478   0.10471976     0.23432343   0.23432343   0.50000000     2.39099770
  0.20473356   0.35460893   0.10471976     0.23102310   0.23102310   0.50000000     2.39684723
  0.20180880   0.34954309   0.10471976     0.22772277   0.22772277   0.50000000     2.40269677
  0.19888403   0.34447725   0.10471976     0.22442244   0.22442244   0.50000000     2.40854630
  0.19595927   0.33941141   0.10471976     0.22112211   0.22112211   0.50000000     2.41439583
  0.19303450   0.33434557   0.10471976     0.21782178   0.21782178   0.50000000     2.42024536
  0.19010974   0.32927972   0.10471976     0.21452145   0.21452145   0.50000000     2.42609489
  0.18718497   0.32421388   0.10471976     0.21122112   0.21122112   0.50000000     2.43194442
  0.18426021   0.31914804   0.10471976     0.20792079   0.20792079   0.50000000     2.43779395
  0.18133544   0.31408220   0.10471976     0.20462046   0.20462046   0.50000000     2.44364348
  0.17841068   0.30901636   0.10471976     0.20132013   0.20132013   0.50000000     2.44949301
  0.17548591   0.30395051   0.10471976     0.19801980   0.19801980   0.50000000     2.45534254
  0.17256115   0.29888467   0.10471976     0.19471947   0.19471947   0.50000000     2.46119207
  0.16963638   0.29381883   0.10471976     0.19141914   0.19141914   0.50000000     2.46704160
  0.16671162   0.28875299   0.10471976     0.18811881   0.18811881   0.50000000     2.47289113
  0.16378685   0.28368715   0.10471976     0.18481848   0.18481848   0.50000000     2.47874066
  0.16086209   0.27862130   0.10471976     0.18151815   0.18151815   0.50000000     2.48459019
  0.15793732   0.27355546   0.10471976     0.17821782   0.17821782   0.50000000     2.49043972
  0.15501255   0.26848962   0.10471976     0.17491749   0.17491749   0.50000000     2.49628925
  0.15208779   0.26342378   0.10471976     0.17161716   0.17161716   0.50000000     2.50213878
  0.14916302   0.25835794   0.10471976     0.16831683   0.16831683   0.50000000     2.50798831
  0.14623826   0.25329210   0.10471976     0.16501650   0.16501650   0.50000000     2.51383784
  0.14331349   0.24822625   0.10471976     0.16171617   0.16171617   0.50000000     2.51968737
  0.14038873   0.24316041   0.10471976     0.15841584   0.15841584   0.50000000     2.52553690
  0.13746396   0.23809457   0.10471976     0.15511551   0.15511551   0.50000000     2.53138643
  0.13453920   0.23302873   0.10471976     0.15181518   0.15181518   0.50000000     2.53723596
  0.13161443   0.22796289   0.10471976     0.14851485   0.14851485   0.50000000     2.54308549
  0.12868967   0.22289704   0.10471976     0.14521452   0.14521452   0.50000000     2.54893502
  0.12576490   0.21783120   0.10471976     0.14191419   0.14191419   0.50000000     2.55478456
  0.12284014   0.21276536   0.10471976     0.13861386   0.13861386   0.50000000     2.56063409
  0.11991537   0.20769952   0.10471976     0.13531353   0.13531353   0.50000000     2.56648362
  0.11699061   0.20263368   0.10471976     0.13201320   0.13201320   0.50000000     2.57233315
  0.11406584   0.19756783   0.10471976     0.12871287   0.12871287   0.50000000     2.57818268
  0.11114108   0.19250199   0.10471976     0.12541254   0.12541254   0.50000000     2.58403221
  0.10821631   0.18743615   0.10471976     0.12211221   0.12211221   0.50000000     2.58988174
  0.10529155   0.18237031   0.10471976     0.11881188   0.11881188   0.50000000     2.59573127
  0.10236678   0.17730447   0.10471976     0.11551155   0.11551155   0.50000000     2.60158080
  0.09944202   0.17223862   0.10471976     0.11221122   0.11221122   0.50000000     2.60743033
  0.09651725   0.16717278   0.10471976     0.10891089   0.10891089   0.50000000     2.61327986
  0.09359249   0.16210694   0.10471976     0.10561056   0.10561056   0.50000000     2.61912939
  0.09066772   0.15704110   0.10471976     0.10231023   0.10231023   0.50000000     2.62497892
  0.08774296   0.15197526   0.10471976     0.09900990   0.09900990   0.50000000     2.63082845
  0.08481819   0.14690942   0.10471976     0.09570957   0.09570957   0.50000000     2.63667798
  0.08189343   0.14184357   0.10471976     0.09240924   0.09240924   0.50000000     2.64252751
  0.07896866   0.13677773   0.10471976     0.08910891   0.08910891   0.50000000     2.64837704
  0.07604389   0.13171189   0.10471976     0.08580858   0.08580858   0.50000000     2.65422657
  0.07311913   0.12664605   0.10471976     0.08250825   0.08250825   0.50000000     2.66007610
  0.07019436   0.12158021   0.10471976     0.07920792   0.07920792   0.50000000     2.66592563
  0.06726960   0.11651436   0.10471976     0.07590759   0.07590759   0.50000000     2.67177516
  0.06434483   0.11144852   0.10471976     0.07260726   0.07260726   0.50000000     2.67762469
  0.06142007   0.10638268   0.10471976     0.06930693   0.06930693   0.50000000     2.68347422
  0.05849530   0.10131684   0.10471976     0.06600660   0.06600660   0.50000000     2.68932375
  0.05557054   0.09625100   0.10471976     0.06270627   0.06270627   0.50000000     2.69517328
  0.05264577   0.09118515   0.10471976     0.05940594   0.05940594   0.50000000     2.70102281
  0.04972101   0.08611931   0.10471976     0.05610561   0.05610561   0.50000000     2.70687234
  0.04679624   0.08105347   0.10471976     0.05280528   0.05280528   0.50000000     2.71272188
  0.04387148   0.07598763   0.10471976     0.04950495   0.04950495   0.50000000     2.71857141
  0.04094671   0.07092179   0.10471976     0.04620462   0.04620462   0.50000000     2.72442094
  0.03802195   0.06585594   0.10471976     0.04290429   0.04290429   0.50000000     2.73027047
  0.03509718   0.06079010   0.10471976     0.03960396   0.03960396   0.50000000     2.73612000
  0.03217242   0.05572426   0.10471976     0.03630363   0.03630363   0.50000000     2.74196953
  0.02924765   0.05065842   0.10471976     0.03300330   0.03300330   0.50000000     2.74781906
  0.02632289   0.04559258   0.10471976     0.02970297   0.02970297   0.50000000     2.75366859
  0.02339812   0.04052674   0.10471976     0.02640264   0.02640264   0.50000000     2.75951812
  0.02047336   0.03546089   0.10471976     0.02310231   0.02310231   0.50000000     2.76536765
  0.01754859   0.03039505   0.10471976     0.01980198   0.01980198   0.50000000     2.77121718
  0.01462383   0.02532921   0.10471976     0.01650165   0.01650165   0.50000000     2.77706671
  0.01169906   0.02026337   0.10471976     0.01320132   0.01320132   0.50000000     2.78291624
  0.00877430   0.01519753   0.10471976     0.00990099   0.00990099   0.50000000     2.78876577
  0.00584953   0.01013168   0.10471976     0.00660066   0.00660066   0.50000000     2.79461530
  0.00292477   0.00506584   0.10471976     0.00330033   0.00330033   0.50000000     2.80046483
  0.00000000   0.00000000   0.10471976     0.00000000   0.00000000   0.50000000     2.80631436
  0.00000000   0.00000000   0.10471976     0.00000000   0.00000000   0.50000000     2.80631436
  0.00000000   0.00000000   0.10368293     0.00000000   0.00000000   0.49504950     2.80735119
  0.00000000   0.00000000   0.10264610     0.00000000   0.00000000   0.49009901     2.80838802
  0.00000000   0.00000000   0.10160927     0.00000000   0.00000000   0.48514851     2.80942485
  0.00000000   0.00000000   0.10057244     0.00000000   0.00000000   0.48019802     2.81046168
  0.00000000   0.00000000   0.09953561     0.00000000   0.00000000   0.47524752     2.81149851
  0.00000000   0.00000000   0.09849878     0.00000000   0.00000000   0.47029703     2.81253534
  0.00000000   0.00000000   0.09746195     0.00000000   0.00000000   0.46534653     2.81357217
  0.00000000   0.00000000   0.09642512     0.00000000   0.00000000   0.46039604     2.81460900
  0.00000000   0.00000000   0.09538829     0.00000000   0.00000000   0.45544554     2.81564582
  0.00000000   0.00000000   0.09435146     0.00000000   0.00000000   0.45049505     2.81668265
  0.00000000   0.00000000   0.09331463     0.00000000   0.00000000   0.44554455     2.81771948
  0.00000000   0.00000000   0.09227780     0.00000000   0.00000000   0.44059406     2.81875631
  0.00000000   0.00000000   0.09124097     0.00000000   0.00000000   0.43564356     2.81979314
  0.00000000   0.00000000   0.09020415     0.00000000   0.00000000   0.43069307     2.82082997
  0.00000000   0.00000000   0.08916732     0.00000000   0.00000000   0.42574257     2.82186680
  0.00000000   0.00000000   0.08813049     0.00000000   0.00000000   0.42079208     2.82290363
